;;Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.);Altersgruppen (unter 1 bis 75 u.m.)
31.12.2021;Nordrhein-Westfalen;518886;532635;667244;818583;503384;352419;1017399;1112449;1177501;1104907;1067039;1048764;1364816;1486298;1288770;1914739;1948758;17924591;266838;273577;343648;421662;259944;182649;529793;576200;602570;555842;527372;516956;679231;742225;632726;898622;785678;8795533;252048;259058;323596;396921;243440;169770;487606;536249;574931;549065;539667;531808;685585;744073;656044;1016117;1163080;9129058
31.12.2021;Hessen;181421;186734;234938;290143;175522;121284;355362;388987;420419;400703;395647;384111;479209;513111;435774;666736;664916;6295017;93522;95721;120641;149069;90590;62983;185715;202284;215649;202142;195426;190402;239952;257470;215111;314996;276916;3108589;87899;91013;114297;141074;84932;58301;169647;186703;204770;198561;200221;193709;239257;255641;220663;351740;388000;3186428
31.12.2021;Rheinland-Pfalz;115909;120007;149370;182053;110243;77539;221127;240641;262304;249802;242525;234062;309050;351327;315540;477505;447481;4106485;59312;61753;76684;94037;57085;39959;115382;126065;135916;127129;121067;115700;153853;175898;155953;229611;184919;2030323;56597;58254;72686;88016;53158;37580;105745;114576;126388;122673;121458;118362;155197;175429;159587;247894;262562;2076162
31.12.2021;Baden-W�rttemberg;331341;332737;414686;509057;314454;222140;646128;706287;759857;717161;685243;666110;830585;895794;775105;1146557;1171400;11124642;169625;170703;212869;261121;161827;115386;339585;371402;395956;367424;344658;332863;417886;452226;383806;542463;486310;5526110;161716;162034;201817;247936;152627;106754;306543;334885;363901;349737;340585;333247;412699;443568;391299;604094;685090;5598532
31.12.2021;Bayern;393522;388836;484261;579869;353085;250340;743557;832622;905532;859375;831927;801752;1004045;1069575;923996;1372942;1381753;13176989;201741;199018;248419;297838;181470;129224;391493;433315;469487;438692;417361;400525;505041;537246;457525;651017;572810;6532222;191781;189818;235842;282031;171615;121116;352064;399307;436045;420683;414566;401227;499004;532329;466471;721925;808943;6644767
31.12.2021;Saarland;24851;25432;32100;40512;24773;17339;49920;56476;61139;57905;55655;52675;71976;86092;82674;126416;116413;982348;12735;12969;16663;20836;12923;9044;26304;29499;31833;29757;27815;26128;35547;42396;41025;60575;46390;482439;12116;12463;15437;19676;11850;8295;23616;26977;29306;28148;27840;26547;36429;43696;41649;65841;70023;499909
31.12.2021;Berlin;113454;113784;139874;161129;89382;60577;198651;268803;332835;299726;255168;211183;242327;267422;217085;337850;368222;3677472;58363;58275;71824;83071;45881;30784;99021;133871;168717;153685;130002;106734;122982;134047;107110;154536;148923;1807826;55091;55509;68050;78058;43501;29793;99630;134932;164118;146041;125166;104449;119345;133375;109975;183314;219299;1869646
31.12.2021;Brandenburg;60676;70533;94912;116960;65162;41249;96881;83177;145527;167505;166641;141037;188951;235235;216688;323468;323266;2537868;31190;36208;48758;60207;33721;21646;52011;43768;73483;85061;85551;72496;95727;118423;107773;154629;129673;1250325;29486;34325;46154;56753;31441;19603;44870;39409;72044;82444;81090;68541;93224;116812;108915;168839;193593;1287543
31.12.2021;Mecklenburg-Vorpommern;37408;41745;57036;71252;40004;26514;67620;58259;98451;106349;102251;83907;111441;143743;142015;221231;201934;1611160;19236;21252;29235;36348;20495;13719;35400;30635;50819;55114;53775;44100;56843;71988;69976;105251;79257;793443;18172;20493;27801;34904;19509;12795;32220;27624;47632;51235;48476;39807;54598;71755;72039;115980;122677;817717
31.12.2021;Sachsen;100913;113062;151184;181972;101660;67955;182192;165749;257958;270628;260219;219128;274702;317010;296771;518962;562937;4043002;51767;57789;77835;93485;52115;34658;95192;87520;135078;141795;137628;116138;143208;159914;145315;241337;222110;1992884;49146;55273;73349;88487;49545;33297;87000;78229;122880;128833;122591;102990;131494;157096;151456;277625;340827;2050118
31.12.2021;Sachsen-Anhalt;49640;55769;74880;92085;52344;34746;92295;80496;127133;135499;130348;113731;160163;189666;180885;298872;300701;2169253;25597;28713;38428;47295;27118;18232;49349;43055;66634;71255;68881;59896;82330;95031;88684;139538;117107;1067143;24043;27056;36452;44790;25226;16514;42946;37441;60499;64244;61467;53835;77833;94635;92201;159334;183594;1102110
31.12.2021;Th�ringen;48415;55431;76035;91941;52103;34659;91010;78727;124152;135950;131792;115571;150566;178329;174518;290306;279358;2108863;24790;28325;39135;47183;27003;18016;48332;42094;65137;71885;69653;61136;77722;89420;85929;137340;110836;1043936;23625;27106;36900;44758;25100;16643;42678;36633;59015;64065;62139;54435;72844;88909;88589;152966;168522;1064927
31.12.2022;Schleswig-Holstein;76738;81857;109695;135410;82862;57268;153717;162734;177740;175566;177203;169795;220917;258628;220466;333467;359207;2953270;39413;41998;56072;69461;42822;29490;79944;84672;91104;87815;86454;82845;108443;127159;107418;157126;151033;1443269;37325;39859;53623;65949;40040;27778;73773;78062;86636;87751;90749;86950;112474;131469;113048;176341;208174;1510001
31.12.2022;Hamburg;58299;58719;74574;84188;49777;34820;112914;149084;158924;144274;133505;118579;128395;136884;110306;158689;180191;1892122;29877;30182;38014;43453;26072;17777;56333;74138;79925;72234;65765;58979;64511;68523;53780;72872;73181;925616;28422;28537;36560;40735;23705;17043;56581;74946;78999;72040;67740;59600;63884;68361;56526;85817;107010;966506
31.12.2022;Niedersachsen;229276;239256;313717;377432;232022;163308;447841;481336;508660;494065;481903;463007;591490;682533;605564;919662;909170;8140242;117756;122616;161116;194128;120156;83917;234027;252634;262939;249574;238124;228097;292855;339202;297559;438677;376445;4009822;111520;116640;152601;183304;111866;79391;213814;228702;245721;244491;243779;234910;298635;343331;308005;480985;532725;4130420
31.12.2022;Bremen;20230;21133;26524;30482;19040;13384;42684;48864;49436;45631;42367;38936;45491;51221;44911;70107;74423;684864;10388;10944;13678;15753;10019;6880;22420;25660;25796;23131;21498;19461;22892;25689;21678;32213;30133;338233;9842;10189;12846;14729;9021;6504;20264;23204;23640;22500;20869;19475;22599;25532;23233;37894;44290;346631
31.12.2022;Nordrhein-Westfalen;519942;540804;703968;842706;515375;357116;1012813;1133124;1199966;1140219;1101956;1044232;1296705;1496862;1327583;1973475;1932270;18139116;267362;278132;362452;433784;267043;185099;525923;587595;612742;572420;542704;512053;641435;745218;651011;925209;780018;8890200;252580;262672;341516;408922;248332;172017;486890;545529;587224;567799;559252;532179;655270;751644;676572;1048266;1152252;9248916
31.12.2022;Hessen;181492;189273;248668;299695;181133;125910;354293;399867;427110;412671;408146;384378;459597;517528;451909;681801;667889;6391360;93341;97225;127463;154003;93887;65137;184574;208471;218636;207753;201103;189237;228726;258809;222664;321576;278553;3151158;88151;92048;121205;145692;87246;60773;169719;191396;208474;204918;207043;195141;230871;258719;229245;360225;389336;3240202
31.12.2022;Rheinland-Pfalz;116898;121904;158537;187447;113230;78640;218271;244048;267614;258749;251543;233847;293777;350127;325343;495241;443934;4159150;59831;62614;81277;96797;58786;40952;113583;128118;138396;131252;125589;115217;145446;174555;160334;237599;183908;2054254;57067;59290;77260;90650;54444;37688;104688;115930;129218;127497;125954;118630;148331;175572;165009;257642;260026;2104896
31.12.2022;Baden-W�rttemberg;331601;339976;437991;523779;321736;227033;641256;716091;771624;738109;710329;663590;797193;900733;804236;1183741;1171239;11280257;169914;174107;225035;269101;165559;118147;336411;376609;401488;377384;356068;329965;398263;453131;397915;559402;486925;5595424;161687;165869;212956;254678;156177;108886;304845;339482;370136;360725;354261;333625;398930;447602;406321;624339;684314;5684833
31.12.2022;Bayern;394774;397170;508921;598574;361400;254717;741539;849650;921921;883046;858959;802080;961210;1078903;958646;1407615;1390268;13369393;202269;203265;260690;307828;186646;131561;390341;444436;476458;450396;428743;399107;480326;540986;473715;665913;577523;6620203;192505;193905;248231;290746;174754;123156;351198;405214;445463;432650;430216;402973;480884;537917;484931;741702;812745;6749190
31.12.2022;Saarland;25028;25988;34232;42071;25396;17695;49421;56989;62289;59884;57957;52912;67818;84940;84310;131310;114426;992666;12780;13415;17576;21621;13227;9198;26119;29909;32373;30666;29012;26136;33248;41673;41678;62737;45733;487101;12248;12573;16656;20450;12169;8497;23302;27080;29916;29218;28945;26776;34570;43267;42632;68573;68693;505565
31.12.2022;Berlin;111818;114148;146148;168177;94437;64211;205370;281573;335607;313104;267390;217305;233882;265348;227959;341568;367206;3755251;57636;58638;74922;86456;48729;32621;101869;140368;169871;159949;135788;109105;118001;132782;112285;156212;147964;1843196;54182;55510;71226;81721;45708;31590;103501;141205;165736;153155;131602;108200;115881;132566;115674;185356;219242;1912055
31.12.2022;Brandenburg;59480;70629;99940;121931;68386;43175;101216;88976;136007;174023;173435;145659;179346;228598;225520;337080;319734;2573135;30633;36287;51389;62674;35475;22751;54045;46881;68415;87406;88451;74424;90953;114643;111780;160938;128006;1265151;28847;34342;48551;59257;32911;20424;47171;42095;67592;86617;84984;71235;88393;113955;113740;176142;191728;1307984
31.12.2022;Mecklenburg-Vorpommern;36275;42146;59437;74591;41894;27796;69915;61036;90702;110064;106369;87333;106235;138638;146035;230879;199033;1628378;18602;21564;30354;38103;21513;14326;36467;32156;46418;56354;55284;45753;54294;69055;71701;109618;78133;799695;17673;20582;29083;36488;20381;13470;33448;28880;44284;53710;51085;41580;51941;69583;74334;121261;120900;828683
31.12.2022;Sachsen;97425;112687;157931;190536;106657;71763;188907;174961;239788;279583;269429;226330;266010;310221;305656;531090;557178;4086152;50044;57591;81264;97810;54894;36777;98456;92202;124815;144723;141399;118949;138837;156444;149960;246467;219905;2010537;47381;55096;76667;92726;51763;34986;90451;82759;114973;134860;128030;107381;127173;153777;155696;284623;337273;2075615
31.12.2022;Sachsen-Anhalt;48573;56013;78501;96303;55197;36119;95536;84831;118722;140572;135670;114540;153036;184642;185730;306475;296183;2186643;24939;28824;40392;49461;28657;18914;51070;45621;61786;72949;71146;59940;78681;92461;90936;142620;115314;1073711;23634;27189;38109;46842;26540;17205;44466;39210;56936;67623;64524;54600;74355;92181;94794;163855;180869;1112932
31.12.2022;Th�ringen;46929;55073;79120;96197;54204;36395;94034;83252;115188;139487;137272;116769;146093;173327;178031;298434;277041;2126846;24209;28112;40630;49389;28205;18976;49958;44779;60074;72947;72157;61131;75880;86686;87508;140809;110032;1051482;22720;26961;38490;46808;25999;17419;44076;38473;55114;66540;65115;55638;70213;86641;90523;157625;167009;1075364
31.12.2023;Schleswig-Holstein;74077;81667;112414;136156;84333;57423;152915;165093;177060;181043;179686;170912;204728;258666;229956;338307;361255;2965691;38134;41864;57460;70064;43658;29912;79953;86479;91037;91329;87799;83386;100241;126975;111849;159381;151922;1451443;35943;39803;54954;66092;40675;27511;72962;78614;86023;89714;91887;87526;104487;131691;118107;178926;209333;1514248
31.12.2023;Hamburg;56381;57721;76414;85518;51233;36159;113498;152497;159316;148155;135443;120835;122761;137949;115150;160862;180268;1910160;28804;29704;39035;44091;26999;18792;56765;76368;80356;74735;66707;60239;61299;69248;56312;73878;73408;936740;27577;28017;37379;41427;24234;17367;56733;76129;78960;73420;68736;60596;61462;68701;58838;86984;106860;973420
31.12.2023;Niedersachsen;221205;239430;321733;378374;234464;163373;441795;485722;508485;507572;489119;463387;553050;678458;626248;936659;912907;8161981;113379;122863;165263;194720;121962;84855;231375;255455;264087;258182;242406;228808;272691;336816;307777;445936;379655;4026230;107826;116567;156470;183654;112502;78518;210420;230267;244398;249390;246713;234579;280359;341642;318471;490723;533252;4135751
31.12.2023;Bremen;19888;21289;27649;31126;19593;13857;42696;50611;49652;46848;43531;39414;43181;51004;46119;70867;74378;691703;10240;10975;14339;16115;10243;7405;21904;27013;25954;23920;21976;19784;21557;25666;22253;32529;30113;341986;9648;10314;13310;15011;9350;6452;20792;23598;23698;22928;21555;19630;21624;25338;23866;38338;44265;349717
31.12.2023;Nordrhein-Westfalen;503233;539361;723744;845478;522427;359005;1004666;1138375;1202861;1170192;1120606;1046831;1212944;1484222;1366616;2018409;1931452;18190422;258370;277192;372204;435875;271777;188148;523054;593231;617187;590858;554464;513252;597578;737697;671037;947276;781692;8930892;244863;262169;351540;409603;250650;170857;481612;545144;585674;579334;566142;533579;615366;746525;695579;1071133;1149760;9259530
31.12.2023;Hessen;175406;188479;255220;302274;184392;128960;353156;403917;425309;422720;412900;387041;433938;514150;467236;691845;673786;6420729;90287;96883;130922;155574;95811;67713;184409;211608;218540;214170;203957;190238;214947;256981;230491;326413;281895;3170839;85119;91596;124298;146700;88581;61247;168747;192309;206769;208550;208943;196803;218991;257169;236745;365432;391891;3249890
31.12.2023;Rheinland-Pfalz;113170;121600;163318;188774;115145;79173;215901;244040;267509;266217;256619;235986;274594;344276;334549;507951;445489;4174311;57848;62193;84029;97274;60213;41487;113207;128878;138879;136191;128698;116731;135475;171352;165069;243636;185021;2066181;55322;59407;79289;91500;54932;37686;102694;115162;128630;130026;127921;119255;139119;172924;169480;264315;260468;2108130
31.12.2023;Baden-W�rttemberg;322138;340189;450578;528019;325354;228974;637168;719814;767972;758134;724087;667041;753048;893420;830256;1214451;1178617;11339260;164720;174552;231204;271738;168304;120032;335142;380566;400535;390032;363682;331982;374984;448447;411661;574336;491726;5633643;157418;165637;219374;256281;157050;108942;302026;339248;367437;368102;360405;335059;378064;444973;418595;640115;686891;5705617
31.12.2023;Bayern;381678;399008;522211;604847;366218;256598;735918;857448;919596;903214;871295;807823;906048;1072202;989167;1439633;1402158;13435062;195787;204337;267651;310769;189806;134342;388520;452141;476892;462666;436762;401545;450850;537858;488648;681701;584181;6664456;185891;194671;254560;294078;176412;122256;347398;405307;442704;440548;434533;406278;455198;534344;500519;757932;817977;6770606
31.12.2023;Saarland;24646;26030;35545;42207;25860;18039;49017;56801;62083;61579;59202;53484;62761;82734;85109;134420;114907;994424;12515;13485;18196;21788;13532;9493;25893;30012;32513;31662;29942;26307;30804;40485;41959;64195;46264;489045;12131;12545;17349;20419;12328;8546;23124;26789;29570;29917;29260;27177;31957;42249;43150;70225;68643;505379
31.12.2023;Berlin;106518;112182;148592;169998;98410;67152;209030;286299;329966;323039;275028;224194;222162;258950;239017;343966;367699;3782202;54816;57579;76247;87470;51092;34985;104262;143289;167453;165563;139740;112813;111597;129427;117889;157743;148150;1860115;51702;54603;72345;82528;47318;32167;104768;143010;162513;157476;135288;111381;110565;129523;121128;186223;219549;1922087
31.12.2023;Brandenburg;55699;68930;102055;122882;71387;44188;104749;95073;123106;177439;177024;152914;168004;218707;232648;349271;317591;2581667;28595;35518;52349;63163;37089;23434;56382;50721;62134;89203;90297;78180;85349;109516;115328;166576;127269;1271103;27104;33412;49706;59719;34298;20754;48367;44352;60972;88236;86727;74734;82655;109191;117320;182695;190322;1310564
31.12.2023;Mecklenburg-Vorpommern;33588;41268;59870;74988;43920;28210;71783;64231;80792;112293;108353;91924;99827;132010;148940;239294;198173;1629464;17309;21217;30586;38284;22741;14646;37646;33979;41463;57500;56143;48161;51153;65703;73070;113426;78021;801048;16279;20051;29284;36704;21179;13564;34137;30252;39329;54793;52210;43763;48674;66307;75870;125868;120152;828416
31.12.2023;Sachsen;89929;108864;159695;193158;111259;74229;194659;183639;218630;283959;273656;236807;254103;299308;313603;541634;552335;4089467;46258;55802;81888;99476;57684;38663;101738;97166;114274;147104;143365;124273;133135;151400;154461;251177;218073;2015937;43671;53062;77807;93682;53575;35566;92921;86473;104356;136855;130291;112534;120968;147908;159142;290457;334262;2073530
31.12.2023;Sachsen-Anhalt;45567;54497;79213;96605;57342;37737;97313;89407;107239;142655;138189;118562;143167;177199;189721;313012;293023;2180448;23382;27900;40877;49644;30070;19937;52413;48534;56109;74016;72451;61998;73944;88883;93068;145649;114031;1072906;22185;26597;38336;46961;27272;17800;44900;40873;51130;68639;65738;56564;69223;88316;96653;167363;178992;1107542
31.12.2023;Th�ringen;43559;53218;79320;97507;56129;37392;96110;87606;103619;140834;139812;119905;138935;166137;181076;304781;276395;2122335;22415;27206;40707;50001;29409;19616;51265;47611;54372;73634;73397;62815;72469;83280;89017;143719;110038;1050971;21144;26012;38613;47506;26720;17776;44845;39995;49247;67200;66415;57090;66466;82857;92059;161062;166357;1071364
